ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente
5013;44587;Smart TV Samsung Crystal UHD 50;Eletrodomésticos & TV;2;214;428;0;428;Norte;Loja Física;Cancelado;RO;134,82;269,64;158,36;0,37;89;Não Informado;50+;52;0;TransFrete;PIX;2
5018;44768;Memoria RAM Corsair Vengeance 16GB;Computadores;1;1043;1043;0;1043;Sul;Marketplace;Cancelado;PR;698,81;698,81;344,19;0,33;73;Masculino;50+;43;0;LogTech Express;Boleto;1
5027;43659;Samsung Galaxy Z Flip 5;Celulares;9;2908;26172;0;26172;Nordeste;Loja Física;Cancelado;SE;1832,04;16488,36;9683,64;0,37;92;Feminino;50+;83;0;LogTech Express;Voucher;4
5032;45776;Caixa de Som JBL Flip 6;Eletrodomésticos & TV;10;4782;47820;0,05;45429;Nordeste;Loja Física;Cancelado;PB;3299,58;32995,8;12433,2;0,273684211;62;Não Informado;50+;163;0;LogTech Express;Cartão de Crédito;1
5043;45537;OnePlus 12;Celulares;2;811;1622;0,1;1459,8;Norte;Online;Cancelado;PA;543,37;1086,74;373,06;0,255555556;94;Não Informado;50+;139;0;Correios;Cartão de Crédito;3
5050;42752;Samsung Galaxy A15;Celulares;6;2758;16548;0,1;14893,2;Norte;Marketplace;Cancelado;AP;1406,58;8439,48;6453,72;0,433333333;92;Não Informado;50+;77;0;Correios;Cartão de Crédito;4
5052;43092;Processador AMD Ryzen 7 5700X;Computadores;8;4619;36952;0,05;35104,4;Sul;Marketplace;Cancelado;RS;1939,98;15519,84;19584,56;0,557894737;39;Feminino;30-49;104;0;LogTech Express;Voucher;4
5054;42816;Drone DJI Mini 4 Pro;Eletrodomésticos & TV;3;1065;3195;0,15;2715,75;Sudeste;Marketplace;Cancelado;ES;564,45;1693,35;1022,4;0,376470588;20;Não Informado;18-29;170;0;LogTech Express;Boleto;2
5058;44449;Hub USB-C 7 em 1 Baseus;Acessórios;4;1097;4388;0,15;3729,8;Norte;Loja Física;Cancelado;RO;669,17;2676,68;1053,12;0,282352941;54;Não Informado;50+;146;0;Correios;Cartão de Crédito;5
5067;43967;Xiaomi POCO F6;Celulares;4;3069;12276;0;12276;Nordeste;Online;Cancelado;PB;2148,3;8593,2;3682,8;0,3;70;Masculino;50+;33;0;TransFrete;Boleto;5
5070;43614;Headset Gamer Razer BlackShark V2 X;Acessórios;4;2163;8652;0,1;7786,8;Nordeste;Marketplace;Cancelado;BA;1016,61;4066,44;3720,36;0,477777778;67;Não Informado;50+;58;0;LogTech Express;Boleto;2
5074;44341;iPhone 15 Plus;Celulares;8;3292;26336;0,1;23702,4;Norte;Marketplace;Cancelado;PA;1942,28;15538,24;8164,16;0,344444444;54;Feminino;50+;37;0;LogTech Express;Boleto;2
5076;44662;iPhone SE 4;Celulares;5;488;2440;0,05;2318;Norte;Loja Física;Cancelado;PA;302,56;1512,8;805,2;0,347368421;28;Masculino;18-29;42;0;LogTech Express;Voucher;4
5077;44026;Drone DJI Avata 2;Eletrodomésticos & TV;3;3946;11838;0,05;11246,1;Sul;Marketplace;Cancelado;PR;2564,9;7694,7;3551,4;0,315789474;43;Feminino;30-49;28;0;Correios;Voucher;3
5082;45626;Mini Projetor Portatil Magcubic HY300;Eletrodomésticos & TV;10;2140;21400;0;21400;Nordeste;Marketplace;Cancelado;RN;1476,6;14766;6634;0,31;91;Feminino;50+;16;0;Correios;Cartão de Crédito;3
5090;45444;Controle PS5 DualSense;Eletrodomésticos & TV;1;3902;3902;0,15;3316,7;Norte;Marketplace;Cancelado;TO;2146,1;2146,1;1170,6;0,352941176;89;Feminino;50+;59;0;LogTech Express;Boleto;2
5105;45754;Monitor ASUS ProArt 27;Computadores;9;1760;15840;0,15;13464;Nordeste;Online;Cancelado;PE;1232;11088;2376;0,176470588;62;Feminino;50+;38;0;Correios;Boleto;2
5109;44150;Notebook Lenovo ThinkPad E14;Computadores;10;1206;12060;0,05;11457;Nordeste;Loja Física;Cancelado;BA;494,46;4944,6;6512,4;0,568421053;74;Masculino;50+;50;0;LogTech Express;PIX;2
5114;44891;Samsung Galaxy S23 FE;Celulares;2;939;1878;0,1;1690,2;Nordeste;Online;Cancelado;PI;507,06;1014,12;676,08;0,4;94;Masculino;50+;144;0;Correios;Cartão de Crédito;2
5123;43919;Notebook Gamer Acer Nitro V16;Computadores;9;3893;35037;0,1;31533,3;Nordeste;Online;Cancelado;PB;2608,31;23474,79;8058,51;0,255555556;18;Não Informado;18-29;39;0;Correios;Voucher;4
5130;45023;Processador AMD Ryzen 7 5700X;Computadores;3;2692;8076;0;8076;Centro-Oeste;Marketplace;Cancelado;GO;1372,92;4118,76;3957,24;0,49;65;Não Informado;50+;56;0;TransFrete;Cartão de Crédito;3
5134;43448;Samsung Galaxy A35;Celulares;9;4557;41013;0,1;36911,7;Norte;Online;Cancelado;TO;2643,06;23787,54;13124,16;0,355555556;23;Feminino;18-29;44;0;LogTech Express;Boleto;3
5137;42847;Carregador de Pilhas Sony com 4 Pilhas;Eletrodomésticos & TV;4;1992;7968;0;7968;Centro-Oeste;Marketplace;Cancelado;MT;1314,72;5258,88;2709,12;0,34;40;Masculino;30-49;74;0;Correios;PIX;2
5141;45267;Fone Bluetooth JBL Tune 520BT;Acessórios;10;3625;36250;0,1;32625;Nordeste;Online;Cancelado;PB;2283,75;22837,5;9787,5;0,3;69;Não Informado;50+;142;0;LogTech Express;Cartão de Crédito;1
5146;43015;Smart Tomada Wi-Fi Positivo;Eletrodomésticos & TV;7;2843;19901;0,15;16915,85;Sudeste;Loja Física;Cancelado;RJ;1990,1;13930,7;2985,15;0,176470588;43;Masculino;30-49;31;0;TransFrete;Boleto;5
5153;43533;Caixa de Som JBL Boombox 3;Eletrodomésticos & TV;9;2489;22401;0,15;19040,85;Nordeste;Online;Cancelado;PI;1344,06;12096,54;6944,31;0,364705882;74;Masculino;50+;53;0;LogTech Express;Boleto;1
5154;44599;iPhone 16 Pro Max;Celulares;4;90;360;0;360;Nordeste;Loja Física;Cancelado;SE;44,1;176,4;183,6;0,51;26;Masculino;18-29;119;0;LogTech Express;Voucher;3
5155;43908;Smart TV LG OLED 55 B4;Eletrodomésticos & TV;2;3082;6164;0,15;5239,4;Norte;Marketplace;Cancelado;PA;2157,4;4314,8;924,6;0,176470588;84;Feminino;50+;36;0;TransFrete;Voucher;3
5156;43782;Carregador de Pilhas Sony com 4 Pilhas;Eletrodomésticos & TV;1;3925;3925;0;3925;Centro-Oeste;Loja Física;Cancelado;DF;2472,75;2472,75;1452,25;0,37;46;Masculino;30-49;38;0;TransFrete;PIX;3
5161;43092;Controle PS5 DualSense;Eletrodomésticos & TV;8;1215;9720;0,15;8262;Sul;Marketplace;Cancelado;SC;789,75;6318;1944;0,235294118;30;Não Informado;30-49;107;0;Correios;Voucher;1
5163;45117;Console Xbox Series S 512GB;Eletrodomésticos & TV;1;1769;1769;0;1769;Nordeste;Loja Física;Cancelado;MA;1167,54;1167,54;601,46;0,34;91;Não Informado;50+;164;0;LogTech Express;Voucher;4
5164;42764;Caixa de Som JBL Flip 6;Eletrodomésticos & TV;9;4799;43191;0;43191;Nordeste;Online;Cancelado;PE;2543,47;22891,23;20299,77;0,47;57;Masculino;50+;61;0;LogTech Express;Voucher;4
5168;43226;Teclado e Mouse Sem Fio Dell KM3322W;Acessórios;2;1224;2448;0,1;2203,2;Sudeste;Loja Física;Cancelado;MG;844,56;1689,12;514,08;0,233333333;22;Não Informado;18-29;157;0;TransFrete;Cartão de Crédito;1
5170;45802;Xiaomi Pad 6;Computadores;8;1573;12584;0,05;11954,8;Norte;Online;Cancelado;AM;865,15;6921,2;5033,6;0,421052632;33;Não Informado;30-49;41;0;Correios;Cartão de Crédito;3
5180;43079;Headphone Sony WH-1000XM5;Acessórios;9;2224;20016;0,1;18014,4;Sul;Marketplace;Cancelado;RS;1089,76;9807,84;8206,56;0,455555556;39;Feminino;30-49;99;0;Correios;Boleto;4
5189;42786;iPad Air M2;Computadores;6;1428;8568;0;8568;Sul;Online;Cancelado;SC;913,92;5483,52;3084,48;0,36;45;Não Informado;30-49;118;0;LogTech Express;PIX;1
5190;44355;Camera de Seguranca TP-Link Tapo C200;Eletrodomésticos & TV;3;1588;4764;0,1;4287,6;Nordeste;Marketplace;Cancelado;PB;730,48;2191,44;2096,16;0,488888889;24;Masculino;18-29;141;0;TransFrete;Boleto;5
5195;45796;Headphone Sony WH-1000XM5;Acessórios;6;3687;22122;0,05;21015,9;Norte;Loja Física;Cancelado;TO;2249,07;13494,42;7521,48;0,357894737;34;Masculino;30-49;151;0;Correios;Boleto;5
5197;44916;Fone Bluetooth JBL Wave Flex;Acessórios;3;3749;11247;0;11247;Sudeste;Marketplace;Cancelado;MG;1799,52;5398,56;5848,44;0,52;78;Feminino;50+;163;0;Correios;Cartão de Crédito;3
5203;43535;Samsung Galaxy S26 Ultra;Celulares;10;3839;38390;0,15;32631,5;Sul;Marketplace;Cancelado;RS;1650,77;16507,7;16123,8;0,494117647;89;Feminino;50+;45;0;TransFrete;Boleto;1
5204;45433;Xiaomi Redmi Note 12;Celulares;10;3846;38460;0,05;36537;Norte;Marketplace;Cancelado;TO;1576,86;15768,6;20768,4;0,568421053;77;Feminino;50+;42;0;LogTech Express;Cartão de Crédito;2
5209;43969;Tablet Lenovo Tab P12;Computadores;4;1865;7460;0,15;6341;Nordeste;Marketplace;Cancelado;RN;932,5;3730;2611;0,411764706;50;Masculino;50+;69;0;Correios;Cartão de Crédito;4
5220;43205;Xiaomi POCO X7 Pro;Celulares;8;1628;13024;0,1;11721,6;Norte;Loja Física;Cancelado;TO;1123,32;8986,56;2735,04;0,233333333;20;Feminino;18-29;139;0;LogTech Express;Voucher;2
5223;45617;Apple TV 4K 64GB;Eletrodomésticos & TV;1;705;705;0,05;669,75;Nordeste;Marketplace;Cancelado;AL;394,8;394,8;274,95;0,410526316;51;Masculino;50+;118;0;Correios;Voucher;5
5224;45319;Pilha Recarregavel Duracell AAA;Eletrodomésticos & TV;7;3455;24185;0,1;21766,5;Centro-Oeste;Marketplace;Cancelado;MT;1589,3;11125,1;10641,4;0,488888889;45;Masculino;30-49;39;0;TransFrete;PIX;4
5225;42821;Console Xbox Series S 512GB;Eletrodomésticos & TV;10;3946;39460;0,1;35514;Nordeste;Online;Cancelado;PB;2170,3;21703;13811;0,388888889;51;Masculino;50+;97;0;TransFrete;Voucher;2
5226;44890;Console PlayStation 5 Slim;Eletrodomésticos & TV;9;1654;14886;0,15;12653,1;Sudeste;Marketplace;Cancelado;SP;860,08;7740,72;4912,38;0,388235294;70;Feminino;50+;135;0;Correios;Voucher;2
5230;44257;Smart Tomada Wi-Fi Positivo;Eletrodomésticos & TV;9;221;1989;0,1;1790,1;Sudeste;Loja Física;Cancelado;MG;137,02;1233,18;556,92;0,311111111;95;Feminino;50+;127;0;Correios;PIX;2
5233;42778;Caixa de Som JBL Boombox 3;Eletrodomésticos & TV;8;4957;39656;0;39656;Sul;Marketplace;Cancelado;PR;2032,37;16258,96;23397,04;0,59;67;Feminino;50+;112;0;TransFrete;Cartão de Crédito;3
5240;43291;OnePlus 13R;Celulares;4;4648;18592;0,15;15803,2;Norte;Loja Física;Cancelado;PA;2324;9296;6507,2;0,411764706;45;Masculino;30-49;133;0;Correios;Cartão de Crédito;2
5242;43570;Camera de Seguranca Intelbras IM3;Eletrodomésticos & TV;8;3820;30560;0,15;25976;Norte;Online;Cancelado;RO;2215,6;17724,8;8251,2;0,317647059;55;Não Informado;50+;58;0;TransFrete;Cartão de Crédito;1
5259;44635;Camera de Seguranca TP-Link Tapo C200;Eletrodomésticos & TV;9;2461;22149;0,15;18826,65;Sudeste;Online;Cancelado;ES;1058,23;9524,07;9302,58;0,494117647;93;Não Informado;50+;82;0;Correios;Voucher;4
5261;43785;Mouse Sem Fio Logitech M280;Acessórios;6;1816;10896;0;10896;Nordeste;Loja Física;Cancelado;BA;1271,2;7627,2;3268,8;0,3;24;Não Informado;18-29;101;0;LogTech Express;Voucher;1
5267;44330;Amazon Kindle Paperwhite 16GB;Computadores;10;3966;39660;0,05;37677;Norte;Online;Cancelado;TO;2220,96;22209,6;15467,4;0,410526316;66;Feminino;50+;101;0;Correios;Cartão de Crédito;1
5269;44726;Xiaomi POCO X7 Pro;Celulares;10;1110;11100;0;11100;Norte;Marketplace;Cancelado;RO;577,2;5772;5328;0,48;82;Não Informado;50+;128;0;Correios;PIX;5
5270;43378;Mouse Logitech Pebble M350;Acessórios;6;4368;26208;0;26208;Norte;Marketplace;Cancelado;TO;2970,24;17821,44;8386,56;0,32;84;Não Informado;50+;137;0;TransFrete;Cartão de Crédito;2
5271;43808;Xiaomi 14 Ultra;Celulares;7;4106;28742;0,1;25867,8;Norte;Online;Cancelado;TO;1765,58;12359,06;13508,74;0,522222222;30;Feminino;30-49;19;0;Correios;Voucher;1
5273;44436;Apple TV 4K 64GB;Eletrodomésticos & TV;3;3765;11295;0,1;10165,5;Nordeste;Online;Cancelado;CE;2635,5;7906,5;2259;0,222222222;67;Masculino;50+;15;0;TransFrete;Cartão de Crédito;5
5274;43894;Samsung Galaxy A56 5G;Celulares;6;624;3744;0,05;3556,8;Nordeste;Marketplace;Cancelado;PI;418,08;2508,48;1048,32;0,294736842;28;Masculino;18-29;17;0;TransFrete;Boleto;3
5279;42995;Xiaomi POCO X6 Neo;Celulares;9;1891;17019;0;17019;Nordeste;Loja Física;Cancelado;BA;1191,33;10721,97;6297,03;0,37;38;Não Informado;30-49;55;0;TransFrete;Voucher;5
5287;44266;Apple AirPods 3;Acessórios;6;2406;14436;0;14436;Norte;Online;Cancelado;AM;1587,96;9527,76;4908,24;0,34;65;Feminino;50+;119;0;Correios;Cartão de Crédito;5
5288;45356;Placa de Video RX 7600 XT;Computadores;5;3373;16865;0,05;16021,75;Sudeste;Marketplace;Cancelado;RJ;2158,72;10793,6;5228,15;0,326315789;75;Masculino;50+;125;0;TransFrete;Voucher;4
5289;44115;Xiaomi Redmi 13C;Celulares;9;4947;44523;0,15;37844,55;Norte;Marketplace;Cancelado;AC;2127,21;19144,89;18699,66;0,494117647;74;Masculino;50+;117;0;Correios;PIX;2
5292;44409;Fone Edifier W820NB Plus;Acessórios;7;1982;13874;0,15;11792,9;Sudeste;Loja Física;Cancelado;RJ;1288,3;9018,1;2774,8;0,235294118;62;Masculino;50+;15;0;TransFrete;PIX;1
5300;43977;Repetidor de Sinal Wi-Fi Xiaomi Pro;Eletrodomésticos & TV;6;4113;24678;0;24678;Sudeste;Online;Cancelado;SP;2879,1;17274,6;7403,4;0,3;51;Feminino;50+;166;0;TransFrete;Boleto;1
5305;43238;Fechadura Digital Intelbras FR 101;Eletrodomésticos & TV;9;3910;35190;0,1;31671;Norte;Online;Cancelado;AM;2502,4;22521,6;9149,4;0,288888889;43;Feminino;30-49;171;0;LogTech Express;PIX;3
5312;45563;Placa de Video RTX 4071 Super;Computadores;10;2336;23360;0,05;22192;Centro-Oeste;Loja Física;Cancelado;MT;1191,36;11913,6;10278,4;0,463157895;42;Masculino;30-49;54;0;LogTech Express;Cartão de Crédito;4
5319;44051;SSD Kingston NV2 1TB;Computadores;7;4061;28427;0;28427;Nordeste;Online;Cancelado;PE;2761,48;19330,36;9096,64;0,32;21;Não Informado;18-29;168;0;TransFrete;PIX;3
5323;42868;Smart TV AOC Roku 43;Eletrodomésticos & TV;1;1398;1398;0,1;1258,2;Sudeste;Online;Cancelado;ES;810,84;810,84;447,36;0,355555556;93;Feminino;50+;132;0;TransFrete;Boleto;4
5335;43547;Samsung Galaxy Z Flip 6;Celulares;6;2346;14076;0,1;12668,4;Nordeste;Marketplace;Cancelado;RN;1595,28;9571,68;3096,72;0,244444444;25;Feminino;18-29;166;0;LogTech Express;PIX;1
5342;45417;MacBook Air M2;Computadores;1;2724;2724;0,1;2451,6;Nordeste;Online;Cancelado;RN;1579,92;1579,92;871,68;0,355555556;79;Não Informado;50+;40;0;TransFrete;PIX;2
5346;43414;Placa de Video RTX 4070 Super;Computadores;6;4899;29394;0;29394;Nordeste;Online;Cancelado;BA;3037,38;18224,28;11169,72;0,38;88;Não Informado;50+;177;0;LogTech Express;Voucher;2
5347;45650;Echo Pop com Alexa;Eletrodomésticos & TV;1;1015;1015;0,15;862,75;Sul;Online;Cancelado;RS;639,45;639,45;223,3;0,258823529;75;Masculino;50+;41;0;TransFrete;Cartão de Crédito;3
5356;44778;Asus ROG Phone 9;Celulares;10;597;5970;0;5970;Norte;Online;Cancelado;TO;394,02;3940,2;2029,8;0,34;30;Não Informado;30-49;135;0;LogTech Express;PIX;3
5358;44873;SSD Crucial T500 2TB;Computadores;4;1791;7164;0,1;6447,6;Sul;Marketplace;Cancelado;RS;716,4;2865,6;3582;0,555555556;22;Feminino;18-29;139;0;LogTech Express;PIX;5
5360;43943;Fone QCY T13 TWS;Acessórios;5;4838;24190;0,1;21771;Centro-Oeste;Online;Cancelado;DF;2177,1;10885,5;10885,5;0,5;53;Masculino;50+;134;0;LogTech Express;Voucher;4
5366;44469;iPhone 15 Plus;Celulares;10;2945;29450;0,05;27977,5;Sudeste;Online;Cancelado;MG;1708,1;17081;10896,5;0,389473684;92;Não Informado;50+;104;0;TransFrete;Boleto;5
5376;45232;iPhone 13 128GB;Celulares;5;465;2325;0,15;1976,25;Norte;Loja Física;Cancelado;AP;186;930;1046,25;0,529411765;44;Não Informado;30-49;79;0;TransFrete;Boleto;4
5377;43665;Samsung Galaxy S24;Celulares;3;892;2676;0,15;2274,6;Norte;Online;Cancelado;RO;463,84;1391,52;883,08;0,388235294;73;Feminino;50+;93;0;Correios;Cartão de Crédito;3
5379;43836;MacBook Pro M4;Computadores;1;1695;1695;0;1695;Nordeste;Marketplace;Cancelado;PE;762,75;762,75;932,25;0,55;64;Feminino;50+;156;0;Correios;Cartão de Crédito;2
5382;43755;Camera de Acao GoPro HERO 12 Black;Eletrodomésticos & TV;6;504;3024;0,05;2872,8;Nordeste;Loja Física;Cancelado;MA;282,24;1693,44;1179,36;0,410526316;19;Masculino;18-29;111;0;Correios;Voucher;4
5389;44859;Notebook Gamer ASUS TUF A15;Computadores;2;4000;8000;0,15;6800;Sul;Marketplace;Cancelado;SC;2040;4080;2720;0,4;42;Não Informado;30-49;38;0;TransFrete;Voucher;5
5394;44050;Samsung Galaxy Tab A9+;Computadores;3;2649;7947;0,1;7152,3;Sudeste;Loja Física;Cancelado;MG;1377,48;4132,44;3019,86;0,422222222;59;Não Informado;50+;114;0;Correios;Voucher;4
5398;43303;Carregador Portatil Baseus Power Bank 30000mAh;Acessórios;8;1765;14120;0,05;13414;Centro-Oeste;Online;Cancelado;GO;758,95;6071,6;7342,4;0,547368421;80;Masculino;50+;152;0;Correios;Voucher;4
5401;42835;Samsung Galaxy A35;Celulares;8;1668;13344;0,15;11342,4;Nordeste;Loja Física;Cancelado;PE;733,92;5871,36;5471,04;0,482352941;79;Masculino;50+;103;0;Correios;Cartão de Crédito;3
5402;44264;Smart Lampada Wi-Fi Positivo Casa Inteligente;Eletrodomésticos & TV;2;4220;8440;0;8440;Sudeste;Loja Física;Cancelado;ES;1899;3798;4642;0,55;23;Não Informado;18-29;122;0;LogTech Express;Boleto;2
5408;45081;Asus ROG Phone 9;Celulares;6;4393;26358;0,1;23722,2;Centro-Oeste;Online;Cancelado;MT;2679,73;16078,38;7643,82;0,322222222;69;Não Informado;50+;34;0;TransFrete;PIX;5
5409;45592;Samsung Galaxy Tab A9+;Computadores;5;4822;24110;0,05;22904,5;Nordeste;Marketplace;Cancelado;SE;2700,32;13501,6;9402,9;0,410526316;58;Masculino;50+;54;0;LogTech Express;Boleto;3
5410;44702;Camera de Seguranca Intelbras IM3;Eletrodomésticos & TV;5;4540;22700;0,1;20430;Sudeste;Loja Física;Cancelado;SP;2633,2;13166;7264;0,355555556;38;Masculino;30-49;78;0;Correios;PIX;1
5411;43974;Teclado Mecanico Redragon Kumara;Acessórios;1;2971;2971;0,1;2673,9;Nordeste;Loja Física;Cancelado;RN;1990,57;1990,57;683,33;0,255555556;32;Feminino;30-49;36;0;TransFrete;PIX;5
5412;44856;OnePlus 13R;Celulares;10;3324;33240;0,1;29916;Norte;Marketplace;Cancelado;PA;1396,08;13960,8;15955,2;0,533333333;66;Masculino;50+;23;0;TransFrete;Cartão de Crédito;2
5417;44085;Amazon Kindle Paperwhite 16GB;Computadores;1;3644;3644;0;3644;Norte;Loja Física;Cancelado;AM;1931,32;1931,32;1712,68;0,47;67;Masculino;50+;41;0;Correios;PIX;1
5418;44142;Smartwatch Apple Watch Series 10;Eletrodomésticos & TV;4;1015;4060;0;4060;Norte;Marketplace;Cancelado;AM;649,6;2598,4;1461,6;0,36;59;Não Informado;50+;25;0;TransFrete;PIX;4
5421;44813;Amazon Kindle 11ª Geracao;Computadores;6;1870;11220;0,05;10659;Nordeste;Marketplace;Cancelado;SE;1309;7854;2805;0,263157895;93;Não Informado;50+;23;0;TransFrete;Boleto;4
5422;43768;Smart TV TCL QLED 55;Eletrodomésticos & TV;9;2798;25182;0,15;21404,7;Sul;Online;Cancelado;SC;1454,96;13094,64;8310,06;0,388235294;34;Masculino;30-49;165;0;TransFrete;PIX;5
5426;45222;Pilha Recarregavel Duracell AAA;Eletrodomésticos & TV;3;1807;5421;0,15;4607,85;Sudeste;Online;Cancelado;ES;813,15;2439,45;2168,4;0,470588235;30;Masculino;30-49;51;0;Correios;PIX;4
5429;45332;Notebook Samsung Galaxy Book4;Computadores;9;4352;39168;0;39168;Sul;Online;Cancelado;PR;3002,88;27025,92;12142,08;0,31;48;Não Informado;30-49;72;0;LogTech Express;Cartão de Crédito;5
5431;44449;Honor Magic 6 Pro;Celulares;2;3178;6356;0,1;5720,4;Norte;Marketplace;Cancelado;AC;2097,48;4194,96;1525,44;0,266666667;66;Masculino;50+;107;0;Correios;Cartão de Crédito;5
5432;43925;Xiaomi Redmi Note 14 Pro;Celulares;10;981;9810;0,1;8829;Norte;Online;Cancelado;AP;549,36;5493,6;3335,4;0,377777778;91;Feminino;50+;151;0;LogTech Express;Boleto;5
5433;43823;Xiaomi POCO F6;Celulares;4;1971;7884;0,15;6701,4;Sul;Marketplace;Cancelado;SC;1281,15;5124,6;1576,8;0,235294118;62;Feminino;50+;116;0;LogTech Express;Voucher;3
5434;43095;Cabo Lightning Baseus;Acessórios;2;2906;5812;0,05;5521,4;Nordeste;Loja Física;Cancelado;PE;1336,76;2673,52;2847,88;0,515789474;52;Masculino;50+;58;0;TransFrete;Cartão de Crédito;1
5440;45501;Fechadura Digital Yale YRD 256;Eletrodomésticos & TV;3;629;1887;0,1;1698,3;Nordeste;Marketplace;Cancelado;PB;251,6;754,8;943,5;0,555555556;43;Masculino;30-49;62;0;LogTech Express;Voucher;3
5441;44693;Smart TV Philips Ambilight 55;Eletrodomésticos & TV;4;1262;5048;0,1;4543,2;Nordeste;Marketplace;Cancelado;BA;883,4;3533,6;1009,6;0,222222222;44;Feminino;30-49;21;0;Correios;Cartão de Crédito;4
5449;43939;Google Pixel 11 Pro;Celulares;10;4583;45830;0,05;43538,5;Norte;Marketplace;Cancelado;RR;2428,99;24289,9;19248,6;0,442105263;54;Masculino;50+;143;0;LogTech Express;PIX;4
5454;43682;Smart TV TCL QLED 55;Eletrodomésticos & TV;6;2139;12834;0;12834;Centro-Oeste;Marketplace;Cancelado;MS;1112,28;6673,68;6160,32;0,48;71;Feminino;50+;36;0;Correios;Voucher;4
5458;44274;Apple AirPods Pro 2;Acessórios;2;2938;5876;0,05;5582,2;Sul;Marketplace;Cancelado;SC;1586,52;3173,04;2409,16;0,431578947;57;Masculino;50+;167;0;Correios;Boleto;2
5464;44868;Mini Projetor Portatil Magcubic HY300;Eletrodomésticos & TV;4;4956;19824;0,1;17841,6;Nordeste;Marketplace;Cancelado;PI;2973,6;11894,4;5947,2;0,333333333;26;Feminino;18-29;73;0;LogTech Express;PIX;4
5466;45569;Notebook Dell Inspiron 15;Computadores;2;2195;4390;0;4390;Sudeste;Marketplace;Cancelado;MG;1053,6;2107,2;2282,8;0,52;42;Feminino;30-49;92;0;TransFrete;PIX;4
5467;44501;Mouse Logitech Pebble M350;Acessórios;8;3453;27624;0,05;26242,8;Sul;Loja Física;Cancelado;RS;1450,26;11602,08;14640,72;0,557894737;82;Feminino;50+;147;0;TransFrete;Cartão de Crédito;3
5468;44831;Carregador Portatil Baseus Power Bank 30000mAh;Acessórios;4;4441;17764;0;17764;Nordeste;Online;Cancelado;RN;2442,55;9770,2;7993,8;0,45;44;Feminino;30-49;85;0;LogTech Express;Voucher;1
5469;44178;Smartwatch Xiaomi Redmi Watch 5;Eletrodomésticos & TV;4;2025;8100;0,1;7290;Sudeste;Loja Física;Cancelado;MG;1032,75;4131;3159;0,433333333;28;Masculino;18-29;64;0;Correios;Cartão de Crédito;2
5481;45070;Camera de Seguranca TP-Link Tapo C200;Eletrodomésticos & TV;7;2601;18207;0;18207;Sul;Online;Cancelado;RS;1586,61;11106,27;7100,73;0,39;38;Masculino;30-49;162;0;TransFrete;Boleto;4
5488;45057;Camera de Acao DJI Osmo Action 4;Eletrodomésticos & TV;5;404;2020;0,05;1919;Sul;Online;Cancelado;SC;238,36;1191,8;727,2;0,378947368;78;Masculino;50+;97;0;TransFrete;PIX;3
5491;43602;Smart TV Xiaomi TV A Pro 55;Eletrodomésticos & TV;7;1329;9303;0,05;8837,85;Nordeste;Online;Cancelado;CE;823,98;5767,86;3069,99;0,347368421;54;Feminino;50+;46;0;Correios;Cartão de Crédito;3
5493;45708;Xiaomi Redmi A3;Celulares;5;554;2770;0,1;2493;Nordeste;Online;Cancelado;SE;282,54;1412,7;1080,3;0,433333333;42;Feminino;30-49;22;0;TransFrete;Boleto;1
5495;45138;Controle Nintendo Switch Pro;Eletrodomésticos & TV;9;3353;30177;0,15;25650,45;Centro-Oeste;Online;Cancelado;GO;1844,15;16597,35;9053,1;0,352941176;45;Feminino;30-49;101;0;TransFrete;Boleto;5
5503;44376;Xiaomi 14 Ultra;Celulares;1;656;656;0,15;557,6;Nordeste;Loja Física;Cancelado;MA;400,16;400,16;157,44;0,282352941;43;Não Informado;30-49;158;0;LogTech Express;Cartão de Crédito;2
5506;43077;iPhone 13 128GB;Celulares;4;1392;5568;0,05;5289,6;Nordeste;Loja Física;Cancelado;CE;570,72;2282,88;3006,72;0,568421053;59;Não Informado;50+;160;0;Correios;Boleto;1
5507;44333;Echodot 5ª Geracao com Alexa;Eletrodomésticos & TV;9;2943;26487;0,1;23838,3;Nordeste;Marketplace;Cancelado;BA;1265,49;11389,41;12448,89;0,522222222;93;Não Informado;50+;163;0;TransFrete;Boleto;4
5510;43602;Motorola Moto G85;Celulares;6;552;3312;0;3312;Nordeste;Online;Cancelado;BA;237,36;1424,16;1887,84;0,57;62;Masculino;50+;123;0;LogTech Express;Cartão de Crédito;4
5520;44925;Motorola Moto G54;Celulares;2;1580;3160;0,15;2686;Sudeste;Loja Física;Cancelado;MG;979,6;1959,2;726,8;0,270588235;29;Não Informado;18-29;34;0;Correios;Voucher;1
5522;43783;Console Nintendo Switch OLED;Eletrodomésticos & TV;8;4236;33888;0;33888;Nordeste;Loja Física;Cancelado;BA;1863,84;14910,72;18977,28;0,56;44;Feminino;30-49;111;0;LogTech Express;Voucher;5
