ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente;Ano_de_Venda
5032;45776;Caixa de Som JBL Flip 6;Eletrodomésticos & TV;10;4782;47820;0,05;45429;Nordeste;Loja Física;Cancelado;PB;3299,58;32995,8;12433,2;0,273684211;62;Não Informado;50+;163;0;LogTech Express;Cartão de Crédito;1;2025
5045;45831;Caixa de Som Bluetooth LG XBOOM Go;Eletrodomésticos & TV;10;1165;11650;0,05;11067,5;Sudeste;Marketplace;Em trânsito;ES;512,6;5126;5941,5;0,536842105;21;Não Informado;18-29;93;5;Correios;Cartão de Crédito;2;2025
5060;45879;Notebook Gamer Acer Nitro V16;Computadores;2;821;1642;0,05;1559,9;Nordeste;Marketplace;Em trânsito;BA;533,65;1067,3;492,6;0,315789474;78;Não Informado;50+;161;20;LogTech Express;Boleto;3;2025
5066;45764;iPhone 15 Pro;Celulares;2;1645;3290;0,05;3125,5;Norte;Online;Em trânsito;RR;838,95;1677,9;1447,6;0,463157895;65;Não Informado;50+;40;21;TransFrete;Boleto;3;2025
5080;45801;Smartwatch Haylou Solar Lite;Eletrodomésticos & TV;3;107;321;0,1;288,9;Centro-Oeste;Online;Entregue;MT;58,85;176,55;112,35;0,388888889;92;Feminino;50+;131;2;LogTech Express;Boleto;5;2025
5094;45659;Monitor Samsung T350 24;Computadores;9;1786;16074;0;16074;Norte;Online;Em trânsito;RR;1250,2;11251,8;4822,2;0,3;69;Masculino;50+;42;7;TransFrete;Voucher;1;2025
5100;45768;iPhone 16 Pro Max;Celulares;5;3408;17040;0,05;16188;Nordeste;Online;Em trânsito;PE;1533,6;7668;8520;0,526315789;85;Feminino;50+;149;3;Correios;Cartão de Crédito;2;2025
5105;45754;Monitor ASUS ProArt 27;Computadores;9;1760;15840;0,15;13464;Nordeste;Online;Cancelado;PE;1232;11088;2376;0,176470588;62;Feminino;50+;38;0;Correios;Boleto;2;2025
5107;45942;Console Xbox Series X 1TB;Eletrodomésticos & TV;2;815;1630;0;1630;Norte;Marketplace;Em trânsito;TO;497,15;994,3;635,7;0,39;76;Masculino;50+;115;9;Correios;Boleto;5;2025
5117;45821;Robo Aspirador de Po Liectroux XR500;Eletrodomésticos & TV;3;55;165;0;165;Sudeste;Online;Entregue;MG;24,75;74,25;90,75;0,55;65;Masculino;50+;67;20;TransFrete;PIX;5;2025
5133;45873;Roku Express HD;Eletrodomésticos & TV;9;2341;21069;0,05;20015,55;Norte;Loja Física;Entregue;AP;1545,06;13905,54;6110,01;0,305263158;88;Feminino;50+;16;24;Correios;Voucher;4;2025
5135;45929;Motorola Moto G34;Celulares;10;3120;31200;0;31200;Sudeste;Marketplace;Entregue;MG;1372,8;13728;17472;0,56;56;Feminino;50+;160;8;TransFrete;Boleto;5;2025
5145;45993;Teclado Sem Fio Logitech K380;Acessórios;4;2529;10116;0,1;9104,4;Centro-Oeste;Marketplace;Entregue;GO;1669,14;6676,56;2427,84;0,266666667;29;Não Informado;18-29;70;12;LogTech Express;Voucher;3;2025
5148;45732;Monitor Gamer AOC Hero 27;Computadores;6;4091;24546;0,15;20864,1;Norte;Loja Física;Em trânsito;RO;2577,33;15463,98;5400,12;0,258823529;56;Não Informado;50+;18;6;TransFrete;Voucher;5;2025
5170;45802;Xiaomi Pad 6;Computadores;8;1573;12584;0,05;11954,8;Norte;Online;Cancelado;AM;865,15;6921,2;5033,6;0,421052632;33;Não Informado;30-49;41;0;Correios;Cartão de Crédito;3;2025
5194;45861;Roku Express HD;Eletrodomésticos & TV;8;1238;9904;0;9904;Nordeste;Loja Física;Em trânsito;AL;619;4952;4952;0,5;90;Não Informado;50+;31;6;TransFrete;PIX;5;2025
5195;45796;Headphone Sony WH-1000XM5;Acessórios;6;3687;22122;0,05;21015,9;Norte;Loja Física;Cancelado;TO;2249,07;13494,42;7521,48;0,357894737;34;Masculino;30-49;151;0;Correios;Boleto;5;2025
5198;45944;Xiaomi POCO X7 Pro;Celulares;7;2076;14532;0,15;12352,2;Sul;Marketplace;Entregue;RS;913,44;6394,08;5958,12;0,482352941;88;Masculino;50+;105;6;Correios;PIX;4;2025
5199;45730;Tablet Lenovo Tab P12;Computadores;10;4575;45750;0,1;41175;Norte;Marketplace;Em trânsito;AP;2424,75;24247,5;16927,5;0,411111111;76;Não Informado;50+;161;11;TransFrete;PIX;5;2025
5210;45715;Roku Express HD;Eletrodomésticos & TV;9;4370;39330;0,1;35397;Sudeste;Loja Física;Em trânsito;SP;2709,4;24384,6;11012,4;0,311111111;42;Feminino;30-49;130;12;Correios;Boleto;2;2025
5221;45932;Camera de Acao GoPro HERO 12 Black;Eletrodomésticos & TV;3;3558;10674;0,05;10140,3;Centro-Oeste;Loja Física;Em trânsito;GO;2099,22;6297,66;3842,64;0,378947368;51;Feminino;50+;149;2;LogTech Express;Voucher;5;2025
5227;45989;iPhone 16 Pro Max;Celulares;5;2880;14400;0,05;13680;Nordeste;Marketplace;Entregue;SE;1699,2;8496;5184;0,378947368;90;Masculino;50+;47;7;TransFrete;Cartão de Crédito;3;2025
5260;45795;Xiaomi Redmi Note 12;Celulares;6;1914;11484;0,1;10335,6;Sul;Marketplace;Entregue;PR;1282,38;7694,28;2641,32;0,255555556;74;Masculino;50+;49;14;TransFrete;PIX;1;2025
5265;45955;iPhone 16 Pro Max;Celulares;5;3299;16495;0,15;14020,75;Centro-Oeste;Loja Física;Entregue;DF;2111,36;10556,8;3463,95;0,247058824;42;Feminino;30-49;21;23;Correios;Cartão de Crédito;3;2025
5283;45751;Xiaomi Pad 5;Celulares;9;1804;16236;0,1;14612,4;Norte;Online;Em trânsito;AM;938,08;8442,72;6169,68;0,422222222;82;Masculino;50+;99;8;LogTech Express;PIX;3;2025
5285;45935;Headset Gamer HyperX Cloud Stinger 2;Acessórios;4;4319;17276;0,1;15548,4;Sudeste;Online;Entregue;MG;2202,69;8810,76;6737,64;0,433333333;81;Masculino;50+;89;12;TransFrete;Boleto;5;2025
5315;45821;Base Cooler para Notebook Multilaser;Acessórios;10;4184;41840;0,15;35564;Centro-Oeste;Loja Física;Entregue;MT;2552,24;25522,4;10041,6;0,282352941;42;Masculino;30-49;126;25;Correios;Cartão de Crédito;2;2025
5317;45837;Amazon Fire TV Stick 4K;Eletrodomésticos & TV;7;987;6909;0;6909;Nordeste;Loja Física;Entregue;PE;602,07;4214,49;2694,51;0,39;76;Masculino;50+;91;23;Correios;PIX;1;2025
5321;45832;Nokia G22;Celulares;6;4421;26526;0;26526;Sudeste;Online;Entregue;RJ;2343,13;14058,78;12467,22;0,47;57;Masculino;50+;87;17;Correios;Boleto;5;2025
5324;45711;Console Asus ROG Ally X;Eletrodomésticos & TV;10;1272;12720;0;12720;Norte;Marketplace;Entregue;TO;699,6;6996;5724;0,45;66;Feminino;50+;56;20;LogTech Express;PIX;1;2025
5328;45757;Roteador Wi-Fi 6 TP-Link Archer AX12;Eletrodomésticos & TV;6;3560;21360;0,1;19224;Nordeste;Marketplace;Entregue;BA;1958;11748;7476;0,388888889;43;Não Informado;30-49;130;16;LogTech Express;Voucher;2;2025
5343;45864;Smart TV Philips Ambilight 55;Eletrodomésticos & TV;2;4904;9808;0;9808;Norte;Online;Entregue;AC;2697,2;5394,4;4413,6;0,45;33;Não Informado;30-49;18;2;TransFrete;Cartão de Crédito;3;2025
5354;45732;Samsung Galaxy Z Flip 6;Celulares;10;2348;23480;0,15;19958;Centro-Oeste;Loja Física;Em trânsito;DF;1502,72;15027,2;4930,8;0,247058824;67;Masculino;50+;142;17;TransFrete;PIX;3;2025
5385;45909;iPhone 14 Pro;Celulares;9;551;4959;0,15;4215,15;Nordeste;Online;Em trânsito;PI;325,09;2925,81;1289,34;0,305882353;24;Masculino;18-29;73;4;Correios;Cartão de Crédito;4;2025
5450;45905;Xiaomi Redmi A3;Celulares;9;1398;12582;0;12582;Norte;Loja Física;Entregue;AP;866,76;7800,84;4781,16;0,38;59;Não Informado;50+;166;4;LogTech Express;Cartão de Crédito;4;2025
5456;45770;Fone Baseus Bowie Bowie WM02;Acessórios;8;930;7440;0,15;6324;Norte;Loja Física;Em trânsito;AM;409,2;3273,6;3050,4;0,482352941;75;Feminino;50+;165;7;TransFrete;Boleto;2;2025
5493;45708;Xiaomi Redmi A3;Celulares;5;554;2770;0,1;2493;Nordeste;Online;Cancelado;SE;282,54;1412,7;1080,3;0,433333333;42;Feminino;30-49;22;0;TransFrete;Boleto;1;2025
5528;45774;Home Theater JBL Bar 500;Eletrodomésticos & TV;8;1532;12256;0,1;11030,4;Sul;Marketplace;Entregue;RS;674,08;5392,64;5637,76;0,511111111;78;Masculino;50+;105;11;Correios;PIX;3;2025
5538;46015;Fone Lenovo Thinkplus LP40;Acessórios;8;3528;28224;0,15;23990,4;Sudeste;Marketplace;Entregue;MG;2434,32;19474,56;4515,84;0,188235294;46;Masculino;30-49;117;21;LogTech Express;Boleto;5;2025
5540;45703;Motorola Moto G24;Celulares;10;2309;23090;0,05;21935,5;Nordeste;Loja Física;Entregue;PI;1062,14;10621,4;11314,1;0,515789474;56;Feminino;50+;49;2;LogTech Express;Boleto;4;2025
5555;45833;Nokia G22;Celulares;2;2137;4274;0,15;3632,9;Sudeste;Marketplace;Cancelado;MG;983,02;1966,04;1666,86;0,458823529;76;Feminino;50+;22;0;TransFrete;Boleto;2;2025
5560;45906;Soundbar Samsung HW-Q600C;Eletrodomésticos & TV;3;3553;10659;0;10659;Sul;Online;Entregue;SC;2451,57;7354,71;3304,29;0,31;59;Feminino;50+;84;17;TransFrete;PIX;3;2025
5562;45855;Drone DJI Avata 2;Eletrodomésticos & TV;6;2964;17784;0,1;16005,6;Norte;Loja Física;Em trânsito;RR;1215,24;7291,44;8714,16;0,544444444;95;Masculino;50+;174;5;LogTech Express;Cartão de Crédito;5;2025
5574;45885;Samsung Galaxy Buds3 Pro;Acessórios;10;4128;41280;0,05;39216;Norte;Marketplace;Entregue;PA;1857,6;18576;20640;0,526315789;67;Feminino;50+;21;11;LogTech Express;Boleto;1;2025
5593;45950;iPhone 15 Pro;Celulares;8;4899;39192;0,05;37232,4;Nordeste;Loja Física;Cancelado;BA;2155,56;17244,48;19987,92;0,536842105;62;Masculino;50+;93;0;LogTech Express;Boleto;5;2025
5604;45728;Camera de Seguranca TP-Link Tapo C200;Eletrodomésticos & TV;6;2799;16794;0,05;15954,3;Norte;Marketplace;Entregue;TO;1819,35;10916,1;5038,2;0,315789474;54;Não Informado;50+;56;4;TransFrete;Boleto;4;2025
5608;45906;MacBook Pro M4;Computadores;1;3299;3299;0,05;3134,05;Nordeste;Loja Física;Entregue;AL;2276,31;2276,31;857,74;0,273684211;33;Feminino;30-49;173;5;Correios;PIX;1;2025
5609;45904;Mini PC Beelink SER5;Computadores;9;925;8325;0;8325;Centro-Oeste;Loja Física;Entregue;MS;601,25;5411,25;2913,75;0,35;86;Feminino;50+;33;10;TransFrete;Boleto;3;2025
5612;45705;Notebook Gamer Dell G15;Computadores;4;178;712;0,15;605,2;Sudeste;Loja Física;Em trânsito;ES;89;356;249,2;0,411764706;19;Não Informado;18-29;158;14;TransFrete;PIX;1;2025
5613;46021;Smart TV LG NanoCell 65;Eletrodomésticos & TV;9;4007;36063;0,05;34259,85;Nordeste;Online;Em trânsito;RN;2724,76;24522,84;9737,01;0,284210526;49;Masculino;30-49;154;10;Correios;Boleto;4;2025
5615;45781;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;4;4715;18860;0,15;16031;Norte;Loja Física;Entregue;AP;2404,65;9618,6;6412,4;0,4;61;Masculino;50+;81;10;Correios;Cartão de Crédito;3;2025
5633;45988;Fone QCY T13 TWS;Acessórios;9;1565;14085;0;14085;Nordeste;Online;Em trânsito;SE;1017,25;9155,25;4929,75;0,35;61;Não Informado;50+;154;19;LogTech Express;Cartão de Crédito;4;2025
5671;46017;iPad Pro M4;Computadores;4;2226;8904;0,1;8013,6;Sul;Online;Cancelado;PR;1157,52;4630,08;3383,52;0,422222222;91;Masculino;50+;22;0;LogTech Express;Boleto;5;2025
5677;45671;Camera de Seguranca TP-Link Tapo C200;Eletrodomésticos & TV;6;1424;8544;0;8544;Norte;Marketplace;Entregue;AM;897,12;5382,72;3161,28;0,37;85;Não Informado;50+;89;16;TransFrete;Voucher;4;2025
5682;45706;Micro-ondas Electrolux 31L MEO44;Eletrodomésticos & TV;10;2058;20580;0,1;18522;Norte;Online;Entregue;TO;1255,38;12553,8;5968,2;0,322222222;81;Feminino;50+;77;25;LogTech Express;Cartão de Crédito;3;2025
5686;45889;Samsung Galaxy S23 FE;Celulares;5;3765;18825;0,15;16001,25;Sudeste;Online;Entregue;MG;2447,25;12236,25;3765;0,235294118;83;Masculino;50+;96;4;TransFrete;Voucher;2;2025
5699;45819;Teclado Mecanico Corsair K70;Acessórios;1;940;940;0,05;893;Nordeste;Marketplace;Cancelado;PB;441,8;441,8;451,2;0,505263158;58;Não Informado;50+;172;0;LogTech Express;Boleto;2;2025
5712;45888;iPhone 13 128GB;Celulares;10;351;3510;0;3510;Norte;Loja Física;Entregue;TO;186,03;1860,3;1649,7;0,47;34;Masculino;30-49;110;16;Correios;Cartão de Crédito;4;2025
5735;45768;Cabo USB-C Baseus 100W;Acessórios;1;4674;4674;0,1;4206,6;Norte;Online;Entregue;AC;2383,74;2383,74;1822,86;0,433333333;78;Não Informado;50+;163;25;Correios;Cartão de Crédito;5;2025
5740;45779;SSD Crucial T500 4TB;Computadores;1;1342;1342;0,15;1140,7;Norte;Online;Entregue;AM;684,42;684,42;456,28;0,4;91;Masculino;50+;141;9;LogTech Express;Boleto;4;2025
5747;45841;Fritadeira Air Fryer Mondial Family 4L;Eletrodomésticos & TV;5;4752;23760;0;23760;Norte;Marketplace;Em trânsito;AC;2708,64;13543,2;10216,8;0,43;91;Não Informado;50+;49;23;TransFrete;Cartão de Crédito;1;2025
5755;45984;Carregador Portatil Anker PowerCore 10000mAh;Acessórios;5;2612;13060;0,15;11101;Centro-Oeste;Loja Física;Entregue;DF;1828,4;9142;1959;0,176470588;52;Masculino;50+;87;25;TransFrete;PIX;5;2025
5770;46007;Smartwatch Haylou Solar Lite;Eletrodomésticos & TV;3;4745;14235;0,05;13523,25;Norte;Marketplace;Cancelado;RR;2419,95;7259,85;6263,4;0,463157895;28;Feminino;18-29;105;0;LogTech Express;Boleto;2;2025
5787;45672;Amazon Kindle 11ª Geracao;Computadores;6;4305;25830;0,05;24538,5;Nordeste;Online;Em trânsito;PB;1851,15;11106,9;13431,6;0,547368421;91;Feminino;50+;110;18;Correios;Boleto;1;2025
5789;45839;Xiaomi POCO X6 Neo;Celulares;4;2815;11260;0,15;9571;Nordeste;Marketplace;Em trânsito;SE;1435,65;5742,6;3828,4;0,4;80;Feminino;50+;69;18;Correios;Cartão de Crédito;2;2025
5796;45713;Fechadura Digital Intelbras FR 101;Eletrodomésticos & TV;6;751;4506;0;4506;Centro-Oeste;Marketplace;Entregue;DF;367,99;2207,94;2298,06;0,51;27;Não Informado;18-29;28;18;TransFrete;PIX;4;2025
5801;45708;Smart TV Xiaomi TV A Pro 55;Eletrodomésticos & TV;10;1787;17870;0,15;15189,5;Nordeste;Online;Em trânsito;RN;804,15;8041,5;7148;0,470588235;58;Masculino;50+;125;21;LogTech Express;Voucher;2;2025
5802;45708;Apple AirPods Pro 2;Acessórios;6;3468;20808;0;20808;Nordeste;Marketplace;Entregue;AL;1525,92;9155,52;11652,48;0,56;21;Masculino;18-29;92;14;LogTech Express;Cartão de Crédito;5;2025
5803;46002;Samsung Galaxy S25 FE;Celulares;6;2548;15288;0,1;13759,2;Nordeste;Online;Entregue;PI;1477,84;8867,04;4892,16;0,355555556;93;Masculino;50+;78;21;TransFrete;Voucher;5;2025
5805;45858;Samsung Galaxy S26 Ultra;Celulares;6;4224;25344;0,1;22809,6;Nordeste;Online;Entregue;PI;2745,6;16473,6;6336;0,277777778;62;Masculino;50+;16;7;LogTech Express;Boleto;3;2025
5807;45904;Samsung Galaxy Z Flip 6;Celulares;10;2080;20800;0,15;17680;Nordeste;Marketplace;Em trânsito;RN;1289,6;12896;4784;0,270588235;86;Feminino;50+;30;22;LogTech Express;PIX;1;2025
5819;45898;Robo Aspirador de Po Kabum Smart 700;Eletrodomésticos & TV;9;1510;13590;0;13590;Norte;Online;Entregue;RO;936,2;8425,8;5164,2;0,38;33;Masculino;30-49;18;17;TransFrete;Cartão de Crédito;4;2025
5851;45934;Cabo Lightning Baseus;Acessórios;2;4968;9936;0,1;8942,4;Nordeste;Marketplace;Entregue;PB;3378,24;6756,48;2185,92;0,244444444;26;Feminino;18-29;64;23;Correios;Voucher;1;2025
5885;45771;Oppo Reno 12 Pro;Celulares;10;1664;16640;0,15;14144;Nordeste;Marketplace;Entregue;BA;998,4;9984;4160;0,294117647;57;Não Informado;50+;44;22;LogTech Express;PIX;5;2025
5900;45806;iPhone 16 Pro Max;Celulares;3;614;1842;0;1842;Norte;Loja Física;Cancelado;AC;399,1;1197,3;644,7;0,35;18;Masculino;18-29;28;0;TransFrete;Voucher;1;2025
5901;45976;Monitor Dell 27 4K;Computadores;7;4365;30555;0,1;27499,5;Sul;Online;Entregue;RS;2400,75;16805,25;10694,25;0,388888889;62;Feminino;50+;36;13;TransFrete;Voucher;5;2025
5902;45664;Teclado Sem Fio Logitech K380;Acessórios;6;2669;16014;0,15;13611,9;Sul;Marketplace;Entregue;SC;1868,3;11209,8;2402,1;0,176470588;93;Masculino;50+;50;12;Correios;Cartão de Crédito;5;2025
5903;45907;Micro-ondas Electrolux 31L MEO44;Eletrodomésticos & TV;5;2863;14315;0,15;12167,75;Sudeste;Loja Física;Entregue;RJ;1717,8;8589;3578,75;0,294117647;90;Feminino;50+;93;5;TransFrete;PIX;1;2025
5921;45838;Controle Nintendo Switch Pro;Eletrodomésticos & TV;6;711;4266;0,05;4052,7;Norte;Online;Entregue;RR;419,49;2516,94;1535,76;0,378947368;18;Feminino;18-29;94;3;TransFrete;PIX;2;2025
5947;45678;Smart TV Xiaomi TV A Pro 55;Eletrodomésticos & TV;5;2971;14855;0,1;13369,5;Sudeste;Marketplace;Entregue;SP;1960,86;9804,3;3565,2;0,266666667;78;Masculino;50+;76;22;LogTech Express;PIX;3;2025
5948;45868;Notebook HP 256 G9;Computadores;8;1175;9400;0,05;8930;Norte;Marketplace;Cancelado;AP;575,75;4606;4324;0,484210526;63;Masculino;50+;99;0;Correios;Cartão de Crédito;4;2025
5951;46019;Xiaomi Pad 5;Celulares;4;4546;18184;0;18184;Nordeste;Marketplace;Cancelado;PI;3182,2;12728,8;5455,2;0,3;63;Masculino;50+;62;0;LogTech Express;Voucher;2;2025
5953;45673;Roteador Wi-Fi 6 TP-Link Archer AX12;Eletrodomésticos & TV;2;2181;4362;0,1;3925,8;Norte;Online;Cancelado;AC;1308,6;2617,2;1308,6;0,333333333;28;Não Informado;18-29;16;0;Correios;Cartão de Crédito;5;2025
5969;45910;Micro-ondas Electrolux 31L MEO44;Eletrodomésticos & TV;8;153;1224;0;1224;Norte;Online;Entregue;TO;90,27;722,16;501,84;0,41;53;Não Informado;50+;169;21;Correios;Boleto;4;2025
5973;45771;iPhone 15 Pro Max;Celulares;10;4733;47330;0,05;44963,5;Centro-Oeste;Marketplace;Em trânsito;MT;3076,45;30764,5;14199;0,315789474;52;Não Informado;50+;130;9;TransFrete;Voucher;1;2025
5989;46002;SSD Crucial T500 4TB;Computadores;3;2892;8676;0,15;7374,6;Nordeste;Marketplace;Cancelado;AL;2024,4;6073,2;1301,4;0,176470588;20;Feminino;18-29;130;0;Correios;Boleto;2;2025
6011;45987;Drone DJI Avata 2;Eletrodomésticos & TV;9;3298;29682;0,1;26713,8;Nordeste;Loja Física;Entregue;PE;2077,74;18699,66;8014,14;0,3;91;Masculino;50+;37;20;TransFrete;Voucher;2;2025
6015;45763;Caixa de Som JBL Boombox 3;Eletrodomésticos & TV;4;4835;19340;0;19340;Sul;Loja Física;Em trânsito;PR;2272,45;9089,8;10250,2;0,53;23;Feminino;18-29;146;2;TransFrete;Boleto;1;2025
6016;45700;Controle PS5 DualSense;Eletrodomésticos & TV;2;779;1558;0;1558;Norte;Loja Física;Entregue;PA;373,92;747,84;810,16;0,52;26;Masculino;18-29;175;17;TransFrete;Cartão de Crédito;5;2025
6024;45673;Smart TV Samsung Crystal UHD 50;Eletrodomésticos & TV;5;3893;19465;0,1;17518,5;Sudeste;Online;Entregue;ES;2219,01;11095,05;6423,45;0,366666667;31;Feminino;30-49;176;7;Correios;PIX;1;2025
6028;45803;Sony Xperia 1 VI;Celulares;3;597;1791;0,05;1701,45;Norte;Loja Física;Cancelado;AC;250,74;752,22;949,23;0,557894737;88;Masculino;50+;161;0;Correios;PIX;1;2025
6034;45816;Amazon Kindle Paperwhite 16GB;Computadores;1;495;495;0;495;Nordeste;Online;Entregue;CE;316,8;316,8;178,2;0,36;71;Não Informado;50+;53;12;LogTech Express;Voucher;5;2025
6047;45882;Console Asus ROG Ally X;Eletrodomésticos & TV;10;700;7000;0,05;6650;Sudeste;Online;Cancelado;RJ;308;3080;3570;0,536842105;86;Não Informado;50+;77;0;Correios;Boleto;2;2025
6066;45822;Google Pixel 11 Pro;Celulares;2;2536;5072;0,1;4564,8;Norte;Loja Física;Entregue;PA;1369,44;2738,88;1825,92;0,4;92;Não Informado;50+;94;8;Correios;Cartão de Crédito;4;2025
6078;45999;iPhone SE 4;Celulares;8;4789;38312;0,15;32565,2;Nordeste;Marketplace;Entregue;PB;2442,39;19539,12;13026,08;0,4;33;Feminino;30-49;72;13;LogTech Express;Cartão de Crédito;1;2025
6086;45691;Cabo USB-C Baseus 100W;Acessórios;5;4310;21550;0;21550;Nordeste;Loja Física;Cancelado;BA;1853,3;9266,5;12283,5;0,57;85;Feminino;50+;82;0;Correios;Boleto;3;2025
6103;45680;Sony Xperia 1 VI;Celulares;7;2480;17360;0,15;14756;Centro-Oeste;Marketplace;Em trânsito;GO;1240;8680;6076;0,411764706;67;Masculino;50+;58;17;LogTech Express;Voucher;1;2025
6112;45758;Teclado Mecanico Corsair K70;Acessórios;9;2232;20088;0;20088;Sudeste;Marketplace;Em trânsito;RJ;1428,48;12856,32;7231,68;0,36;35;Não Informado;30-49;141;24;Correios;Boleto;1;2025
6117;45844;Amazon Kindle 11ª Geracao;Computadores;7;2381;16667;0;16667;Norte;Loja Física;Cancelado;RO;1047,64;7333,48;9333,52;0,56;65;Masculino;50+;63;0;TransFrete;Boleto;4;2025
6118;45710;Xiaomi POCO F6;Celulares;5;2493;12465;0;12465;Norte;Marketplace;Entregue;AM;1745,1;8725,5;3739,5;0,3;26;Não Informado;18-29;45;21;Correios;Cartão de Crédito;4;2025
6128;45719;Camera de Seguranca Intelbras IM3;Eletrodomésticos & TV;5;2008;10040;0;10040;Sudeste;Online;Entregue;RJ;903,6;4518;5522;0,55;51;Feminino;50+;178;17;TransFrete;PIX;5;2025
6130;45691;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;3;4159;12477;0;12477;Nordeste;Online;Entregue;PE;2661,76;7985,28;4491,72;0,36;92;Masculino;50+;98;21;LogTech Express;Boleto;2;2025
6132;45920;Samsung Galaxy S24;Celulares;8;4580;36640;0,15;31144;Sul;Loja Física;Entregue;SC;2244,2;17953,6;13190,4;0,423529412;46;Não Informado;30-49;38;19;TransFrete;Cartão de Crédito;2;2025
6142;45884;Notebook ASUS Zenbook 14 OLED;Computadores;5;3879;19395;0,15;16485,75;Norte;Online;Entregue;PA;2637,72;13188,6;3297,15;0,2;57;Não Informado;50+;159;22;TransFrete;PIX;5;2025
6144;45999;Notebook Dell Inspiron 15;Computadores;1;284;284;0;284;Sudeste;Online;Em trânsito;MG;181,76;181,76;102,24;0,36;30;Não Informado;30-49;17;14;TransFrete;Boleto;1;2025
6146;45988;Infinix Hot 40i;Celulares;8;2813;22504;0,1;20253,6;Sul;Loja Física;Em trânsito;RS;1884,71;15077,68;5175,92;0,255555556;58;Masculino;50+;145;4;TransFrete;Cartão de Crédito;3;2025
6151;45726;Monitor Dell 27 4K;Computadores;10;1704;17040;0,15;14484;Centro-Oeste;Online;Entregue;DF;988,32;9883,2;4600,8;0,317647059;90;Masculino;50+;30;7;Correios;Boleto;3;2025
6160;46019;Echo Show 5 com Alexa;Eletrodomésticos & TV;7;174;1218;0,05;1157,1;Centro-Oeste;Marketplace;Cancelado;DF;114,84;803,88;353,22;0,305263158;36;Feminino;30-49;131;0;Correios;PIX;2;2025
6169;45747;Samsung Galaxy Tab S10 FE+;Computadores;8;818;6544;0,15;5562,4;Nordeste;Online;Entregue;BA;507,16;4057,28;1505,12;0,270588235;87;Não Informado;50+;33;16;TransFrete;Voucher;3;2025
6178;45932;Fone Philips TAT1108 TWS;Acessórios;7;776;5432;0,1;4888,8;Nordeste;Marketplace;Entregue;CE;411,28;2878,96;2009,84;0,411111111;64;Não Informado;50+;28;21;TransFrete;Boleto;3;2025
6181;45667;Caixa de Som Portatil Anker Soundcore 2;Eletrodomésticos & TV;8;3561;28488;0,15;24214,8;Nordeste;Marketplace;Entregue;MA;2207,82;17662,56;6552,24;0,270588235;77;Feminino;50+;154;4;TransFrete;Cartão de Crédito;3;2025
6195;45837;Samsung Galaxy A35;Celulares;7;1057;7399;0;7399;Nordeste;Marketplace;Em trânsito;PI;433,37;3033,59;4365,41;0,59;57;Feminino;50+;65;12;TransFrete;Voucher;2;2025
6196;45959;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;4;3048;12192;0,1;10972,8;Nordeste;Loja Física;Cancelado;SE;1889,76;7559,04;3413,76;0,311111111;35;Não Informado;30-49;31;0;LogTech Express;PIX;1;2025
6197;45834;Controle PS5 DualSense;Eletrodomésticos & TV;3;4576;13728;0,1;12355,2;Sul;Online;Em trânsito;RS;3065,92;9197,76;3157,44;0,255555556;35;Não Informado;30-49;124;22;LogTech Express;Voucher;5;2025
6216;46016;Controle Nintendo Switch Pro;Eletrodomésticos & TV;1;1226;1226;0,05;1164,7;Nordeste;Online;Em trânsito;MA;772,38;772,38;392,32;0,336842105;58;Não Informado;50+;31;14;Correios;Boleto;2;2025
6228;45717;Smart TV Xiaomi TV A Pro 55;Eletrodomésticos & TV;10;1326;13260;0,15;11271;Norte;Loja Física;Entregue;AM;769,08;7690,8;3580,2;0,317647059;70;Feminino;50+;155;21;LogTech Express;PIX;5;2025
6229;45733;Memoria RAM Corsair Vengeance 16GB;Computadores;2;3828;7656;0;7656;Nordeste;Marketplace;Entregue;CE;2067,12;4134,24;3521,76;0,46;42;Masculino;30-49;109;10;TransFrete;Boleto;3;2025
6253;45817;Carregador Sem Fio Anker Magnetic 3-in-1;Acessórios;5;2945;14725;0,1;13252,5;Norte;Loja Física;Entregue;AM;1590,3;7951,5;5301;0,4;39;Não Informado;30-49;177;19;Correios;PIX;3;2025
6262;45874;SSD Kingston NV2 1TB;Computadores;5;751;3755;0,1;3379,5;Sul;Loja Física;Cancelado;RS;390,52;1952,6;1426,9;0,422222222;56;Masculino;50+;92;0;LogTech Express;Cartão de Crédito;2;2025
6269;45824;Samsung Galaxy A15;Celulares;1;4301;4301;0,05;4085,95;Nordeste;Marketplace;Entregue;PB;2838,66;2838,66;1247,29;0,305263158;66;Não Informado;50+;128;2;Correios;PIX;2;2025
